ID,St_ID,DOI,Types_of_Lit_Sources,sp.,_ontinent,Place,Hab.,Latitude,Longitude,Instances_Count,vivo_situ,temp,tmin_E,topt_E,tmax_E,tmin_1st_L,topt_1st_L,tmax_1st_L,tmin_2nd_L,topt_2nd_L,tmax_2nd_L,tmin_3rd_L,topt_3rd_L,tmax_3rd_L,tmin_P,topt_P,tmax_P,K,P,Humid.,Food,Preovi_per, Ovi_rate,Postovi_per,E_dev,E_hatch,Dev_1st_inst,Dev_2nd_inst,Dev_3rd_inst,Dev_ P,L_surv,Pr_sex_rat,Repr_rate,Ovip_fem,Fert_fem,Spr_of_rep,Spr_of_rep,Spr_of_rep,Lif_exp_post_min,Lif_exp_post_max,Lif_exp_post_mean,N_gen_min,N_gen_max,N_gen_M,Gen_tim_min,Gen_tim_max,Gen_tim_M,M_sex_rep_rate_min,M_sex_rep_rate_max,M_sex_rep_rate_M,Doubl_tim,Intr_rate_nat_incr,Im_flig_term,Dorm.,Dorm_d,Surv_perc,Vert_distr_min,Vert_distr_max,Vert_distr_M
146,ID_26,https://doi.org/10.1111/afe.12221,peer_reviewed,Mallada_desjardinsi,Asia,Jorhat_region_of_Assam__India,NA,26.75,94.22,25,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,75,NA,6.6,32.4,NA,NA,88.03,3.9,4.47,5.5,10.57,88.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.34,NA,NA,NA,NA,NA,NA,NA,NA,184.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,ID_27,https://hilgardia.ucanr.edu/Abstract/?a=hilg.v36n11p391,peer_reviewed,Meleoma_dolicharthra,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,6.7,6,11.1,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.1,NA,NA,NA,NA
148,ID_27,https://hilgardia.ucanr.edu/Abstract/?a=hilg.v36n11p391,peer_reviewed,Meleoma_emuncta,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,7.5,4.9,9.1,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.4,NA,NA,NA,NA
149,ID_27,https://hilgardia.ucanr.edu/Abstract/?a=hilg.v36n11p391,peer_reviewed,Meleoma_kennethi,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,6.3,6.6,12.5,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,ID_27,https://hilgardia.ucanr.edu/Abstract/?a=hilg.v36n11p391,peer_reviewed,Pseudomallada_handschini,North_America,strawberry_canyon,NA,37.874,-122.238,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,ID_28,NA,book_chapter,Chrysopa_carnea,North_America,NA,NA,NA,,472,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,5.8,3.5,9,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,ID_28,NA,book_chapter,Chrysopa_nigricornis,North_America,NA,NA,NA,,575,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,5.5,3.6,19.2,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,ID_28,NA,book_chapter,Meleoma_emuncta,North_America,NA,NA,NA,,253,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,7.5,4.9,215.5,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,ID_28,NA,book_chapter,Meleoma_dolicharthra,North_America,NA,NA,NA,,94,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,6.7,6,199.2,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,ID_28,NA,book_chapter,Nothochrysa_californica,North_America,NA,NA,NA,,326,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,6.3,4.8,219,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,ID_28,https://link.springer.com/article/10.1007/BF02371658,peer_reviewed,Micromus_angulatus,Europe,France,agrocenosis,46.672,2.013,NA,in_situ,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,705.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,ID_29,https://doi.org/10.30843/nzpp.2008.61.6813 ,peer_reviewed,Micromus_tasmaniae,Europe,zonda_resources_Ltd__Pukekohe__New_Zealand,NA,-37.246,174.706,45,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,60,NA,NA,39.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.2,256.69,301.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,ID_30,https://doi.org/10.1080/03014223.1981.10427967 ,peer_reviewed,Micromus_tasmaniae,Europe,NA,NA,NA,,20,in_situ,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,ID_30,https://doi.org/10.1080/03014223.1981.10427967 ,peer_reviewed,Micromus_tasmaniae,Europe,NA,NA,NA,,20,in_situ,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,ID_30,https://doi.org/10.1080/03014223.1981.10427967,peer_reviewed,Micromus_tasmaniae,Europe,NA,NA,NA,,20,in_situ,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,ID_30,https://doi.org/10.1080/03014223.1981.10427967,peer_reviewed,Micromus_tasmaniae,Europe,NA,NA,NA,,20,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,ID_30,https://doi.org/10.1080/03014223.1981.10427967,peer_reviewed,Micromus_tasmaniae,Europe,NA,NA,NA,,20,in_situ,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
163,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_06_00,70,NA,NA,NA,NA,NA,NA,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1400,1200
164,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_05_00,70,NA,NA,NA,NA,NA,NA,10.5,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_04_00,70,NA,NA,NA,NA,NA,NA,14.6,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_03_00,70,NA,NA,NA,NA,NA,NA,13.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_02_00,70,NA,NA,NA,NA,NA,NA,9.2,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_01_00,70,NA,NA,NA,NA,NA,NA,5.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_00_00,70,NA,NA,NA,NA,NA,NA,5.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_01_00,70,NA,NA,NA,NA,NA,NA,4.1,6.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_02_00,70,NA,NA,NA,NA,NA,NA,1.6,6.8,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_03_00,70,NA,NA,NA,NA,NA,NA,NA,6.4,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_04_00,70,NA,NA,NA,NA,NA,NA,NA,6.8,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_05_00,70,NA,NA,NA,NA,NA,NA,NA,5.3,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_06_00,70,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_07_00,70,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,ID_31,NA,regional_journal,Nineta_pallida,Europe,central_Pyrenees,NA,42.84,-0.054,NA,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,70,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_06_00,NA,NA,NA,NA,NA,NA,NA,22.2,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_07_00,NA,NA,NA,NA,NA,NA,NA,35.6,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_08_00,NA,NA,NA,NA,NA,NA,NA,42,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_09_00,NA,NA,NA,NA,NA,NA,NA,36.6,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_10_00,NA,NA,NA,NA,NA,NA,NA,21.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_11_00,NA,NA,NA,NA,NA,NA,NA,8.5,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_12_00,NA,NA,NA,NA,NA,NA,NA,5.6,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_13_00,NA,NA,NA,NA,NA,NA,NA,4.1,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_14_00,NA,NA,NA,NA,NA,NA,NA,1.3,7,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_15_00,NA,NA,NA,NA,NA,NA,NA,NA,6.7,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_16_00,NA,NA,NA,NA,NA,NA,NA,NA,5,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_16_00,NA,NA,NA,NA,NA,NA,NA,NA,4.2,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_16_00,NA,NA,NA,NA,NA,NA,NA,NA,2.3,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,ID_31,NA,regional_journal,Nineta_pallida,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08_16_00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,ID_32,https://doi.org/10.1111/j.1365-2311.1923.tb02844.x,book_chapter,Nothochrysa_capitata,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,123,PL,NA,NA,NA,NA,NA
193,ID_33,https://doi.org/10.1111/j.1570-7458.1988.tb01135.x,peer_reviewed,Peyerimhoffina_gracilis,Europe,Pyrenees,coniferous_forest,42.84,-0.054,NA,in_situ,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,30,NA,7.5,NA,NA,NA,NA,16,NA,NA,NA,107.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,1400,1150
194,ID_34,https://doi.org/10.1603/0013-8746(2001)094[0858:PBNCLS]2.0.CO;2,peer_reviewed,Plesiochrysa_brasiliensis,South_America,Brazil,NA,-18.937,-46.407,NA,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,NA,NA,NA,3.4,NA,3,2,3.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,ID_34,https://doi.org/10.1603/0013-8746(2001)094[0858:PBNCLS]2.0.CO;2,peer_reviewed,Plesiochrysa_brasiliensis,South_America,Brazil,NA,-18.937,-46.407,NA,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,NA,NA,NA,3,NA,1.6,1.6,2.1,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,ID_35,NA,regional_journal,Pseudomallada_clathratus,Europe,NA,NA,NA,,242,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,10.3,10.5,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,ID_36,https://doi.org/10.1603/AN10196 ,peer_reviewed,Pseudomallada_flavifrons,Europe,Halkidiki__northern_Greece,olive_groves,40.323,23.585,75,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,12.7,NA,NA,5.3,NA,5.5,5.4,5.9,15.7,NA,NA,41.94,NA,NA,NA,NA,NA,NA,NA,62.1,NA,NA,NA,NA,NA,NA,NA,NA,330.5,14,0.05,NA,NA,NA,NA,NA,NA,NA
198,ID_36,https://doi.org/10.1603/AN10196 ,peer_reviewed,Pseudomallada_flavifrons,Europe,Halkidiki__northern_Greece,olive_groves,40.323,23.585,75,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,11.4,NA,NA,5.3,NA,6.4,6.2,10.9,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4,NA,NA,NA,NA,NA,NA,NA,NA,364.3,11.55,0.06,NA,NA,NA,NA,NA,NA,NA
199,ID_36,https://doi.org/10.1603/AN10196 ,peer_reviewed,Pseudomallada_zelleri,Europe,Halkidiki__northern_Greece,olive_groves,40.323,23.585,70,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,8.7,NA,NA,5.9,NA,4.9,4.1,4.8,13.5,54.3,NA,107.96,NA,NA,NA,NA,NA,NA,NA,40.9,NA,NA,NA,NA,NA,70.87,NA,NA,300.3,11.05,0.06,NA,NA,NA,NA,NA,NA,NA
200,ID_37,NA,regional_journal,Pseudomallada_handschini,Europe,Epworth__England,NA,53.529,-0.821,202,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,8.5,14.7,16.9,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
